transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN001036,M14804,9781012562533,2023-12-06,2023-12-24,BR009
TXN001037,M71879,9781251050532,2024-09-18,2024-09-26,BR003
TXN001038,M87280,9780816493838,2023-12-28,2024-01-14,BR005
TXN001039,M76900,9780966553307,2025-05-22,2025-06-13,BR006
TXN001040,M41310,9780461172959,2024-12-19,2025-01-10,BR013
TXN001041,M31737,9780409074260,2023-11-10,2023-11-16,BR003
TXN001042,M84233,9781017164459,2025-04-16,2025-04-21,BR011
TXN001043,M73373,9780857906472,2024-10-08,2024-10-24,BR001
TXN001044,M40375,9781910300213,2025-10-09,2025-10-31,BR006
TXN001045,M37102,9780213580049,2025-07-20,2025-08-05,BR013
TXN001046,M69591,9780041459647,2025-03-07,2025-03-18,BR001
TXN001047,M23529,9781125296714,2024-10-29,2024-11-07,BR009
TXN001048,M44513,9781745731442,2025-03-17,2025-04-07,BR010
TXN001049,M59613,9780311703036,2024-09-20,2024-09-23,BR011
TXN001050,M77720,9780715398852,2025-04-21,2025-05-04,BR015
TXN001051,M56255,9781281235671,2025-07-09,2025-07-25,BR006
TXN001052,M89195,nan,2024-10-23,2024-10-29,BR015
TXN001053,M40145,9780146249129,2024-09-14,2024-09-19,BR011
TXN001054,M34498,9780307240781,2024-09-08,2024-09-12,BR010
TXN001055,M96652,9780815632689,2024-08-23,2024-08-27,BR013
TXN001056,M73113,9780745106632,2024-05-15,2024-05-21,BR008
TXN001057,M94837,9780948978616,2025-02-22,2025-02-27,BR001
TXN001058,M85168,9780310094319,2024-11-05,2024-11-07,BR003
TXN001059,M85008,9780966613476,2024-03-12,2024-03-18,BR003
TXN001060,M77717,9781494012892,2024-09-26,2024-10-17,BR010
TXN001061,M12440,9780251225728,2025-09-16,2025-09-26,BR012
TXN001062,M21239,9781502412096,2024-06-27,2024-07-25,BR010
TXN001064,M86368,9780114577582,2024-04-19,2024-05-06,BR003
TXN001065,M44671,9781570545894,2024-10-02,2024-10-17,BR011
TXN001066,M88188,9780263257038,2024-12-09,2024-12-14,BR004
TXN001067,M24230,nan,2025-03-05,2025-03-22,BR009
TXN001068,M99701,9781313614870,2025-10-04,2025-10-10,BR003
TXN001071,M96427,9781284982473,2024-05-11,2024-05-12,BR010
TXN001072,M98940,9780703491077,2024-05-24,2024-06-21,BR009
TXN001073,M15693,9781004254880,2024-02-04,2024-03-01,BR007
TXN001074,M73192,9781236914309,2024-09-23,2024-10-19,BR007
TXN001075,M85513,9780666144942,2024-02-17,2024-03-13,BR003
TXN001076,M40475,9781923426832,2024-05-21,2024-06-19,BR002
TXN001078,M10932,9781756766709,2025-08-11,2025-08-24,BR002
TXN001079,M95792,9781129439858,2024-01-15,2024-01-27,BR013
TXN001080,M23970,9780626078706,2023-12-14,2023-12-23,BR011
TXN001081,M80268,9780591497502,2024-01-10,2024-02-01,BR006
TXN001082,M62095,9780828723244,2025-01-15,2025-02-02,BR007
TXN001083,M73238,9781931102919,2024-10-27,2024-11-05,BR009
TXN001084,M50193,9780170876018,2024-05-20,2024-06-13,BR013
TXN001085,M28096,9780384979161,2024-01-28,2024-02-05,BR011
TXN001086,M68536,9780232883770,2024-05-13,2024-05-30,BR003
TXN001087,M62502,9781546617662,2024-01-30,2024-02-22,BR013
TXN001088,M99727,9781196094097,2024-09-02,2024-09-23,BR003
TXN001089,M10693,9780774025881,2024-03-16,2024-04-15,BR014
TXN001090,M88675,9780225957242,2025-05-09,2025-05-21,BR002
TXN001091,M20490,9781176792982,2025-05-02,2025-05-15,BR012
TXN001092,M90473,9780599599611,2023-11-15,2023-12-05,BR005
TXN001093,M17531,9780117753310,2025-08-01,2025-08-17,BR014
TXN001094,M67536,nan,2024-02-18,2024-03-15,BR014
TXN001095,M77915,9781109410174,2025-04-24,2025-05-11,BR001
TXN001096,M77608,9780517629833,2024-03-05,2024-03-07,BR010
TXN001097,M57151,9781433268311,2024-12-12,2024-12-15,BR001
TXN001098,M46167,9780020569817,2024-06-19,2024-07-02,BR006
TXN001099,M86818,9780397855988,2025-06-28,2025-07-01,BR001
TXN001100,M21818,9781661912840,2023-12-26,2024-01-25,BR012
TXN001101,M86406,9780098503447,2024-07-25,2024-08-14,BR014
TXN001102,M35496,9780241893890,2024-10-13,2024-10-22,BR007
TXN001103,M32942,9780819740052,2024-08-17,2024-09-03,BR002
TXN001104,M48568,9781023850377,2023-12-06,2023-12-15,BR002
TXN001106,M59424,9780078356742,2025-05-07,2025-05-18,BR013
TXN001107,M70142,9780003896084,2024-09-30,2024-10-01,BR015
TXN001108,M73172,9781266821714,2025-07-30,2025-08-25,BR002
TXN001109,M38885,9781356033195,2023-10-21,2023-11-04,BR004
TXN001110,M56281,9780030102721,2024-07-05,2024-05-16,BR001
TXN001111,M42539,9781934296714,2025-04-02,2025-03-03,BR007
TXN001112,M54825,9781837537457,2025-06-05,2025-05-17,BR015
TXN001113,M56338,9780845881057,2025-08-02,2025-08-26,BR010
TXN001114,M99536,9781132834831,2024-01-11,2024-01-18,BR004
TXN001115,M40783,9780377107045,2024-05-04,2024-05-12,BR014
TXN001116,M36577,9781104967062,2024-07-21,2024-07-26,BR014
TXN001117,M23983,9780362680409,2024-11-12,2024-12-04,BR002
TXN001118,M74574,9780954930592,2024-08-26,2024-08-28,BR013
TXN001119,M73214,9780186487697,2025-03-22,2025-04-20,BR006
TXN001120,M85303,9780673204417,2025-10-13,2025-11-07,BR008
TXN001122,M17097,9780495427704,2024-08-30,2024-09-17,BR007
TXN001123,M14268,9780578360911,2024-05-03,2024-05-28,BR007
TXN001124,M32911,9780724447237,2025-01-16,2025-01-31,BR002
TXN001125,M51373,9780310287957,2023-11-13,2023-11-26,BR001
TXN001126,M86153,9780440580935,2024-06-25,2024-07-04,BR006
TXN001127,M34530,9781181335952,2025-06-11,2025-07-01,BR004
TXN001128,M54970,9780642059550,2025-09-25,2025-10-09,BR008
TXN001129,M58799,9781490250427,2025-08-10,2025-08-16,BR007
TXN001130,M84895,9780935889536,2024-07-16,2024-08-12,BR010
TXN001131,M23090,9780611398987,2025-04-02,2025-04-16,BR013
TXN001132,M59923,9780978875435,2025-06-16,2025-06-21,BR013
TXN001133,M71995,9780535375132,2024-09-03,2024-09-08,BR003
TXN001134,M92660,9781158815791,2024-03-30,2024-04-15,BR012
TXN001135,M49326,9780928369298,2024-04-21,2024-05-04,BR014
TXN001136,M22972,9781511668293,2024-10-09,2024-10-18,BR001
TXN001137,M72460,9780702164873,2025-04-09,2025-04-20,BR002
TXN001138,M44048,9780602128869,2025-08-05,2025-08-31,BR009
TXN001139,M43779,9780683415599,2025-01-01,2025-01-29,BR007
TXN001140,M99074,9780157676471,2025-03-08,2025-03-29,BR004
TXN001141,M95082,9780209957657,2024-08-29,2024-09-09,BR013
TXN001142,M98236,9780347509886,2024-12-10,2025-01-08,BR013
TXN001143,M20277,9781565220362,2024-10-27,2024-11-01,BR005
TXN001144,M31964,9780542144776,2024-03-25,2024-04-15,BR015
TXN001145,M90256,9781491342138,2024-11-20,2024-11-23,BR014
TXN001146,M31233,9780908830701,2024-07-10,2024-07-20,BR006
TXN001147,M45058,9781782741176,2025-07-24,2025-08-08,BR007
TXN001148,M57600,9781124151311,2024-06-09,2024-06-23,BR009
TXN001149,M31930,9781781506189,2024-06-02,2024-06-10,BR001
TXN001150,M96772,9780329633479,2024-02-01,2024-02-04,BR012
TXN001152,M72021,9780064969352,2024-10-01,2024-10-18,BR001
TXN001153,M20911,9781347769584,2024-09-29,2024-10-20,BR010
TXN001154,M61097,9780146753619,2024-02-19,2024-03-05,BR004
TXN001155,M92114,9780562779637,2023-11-04,2023-11-05,BR009
TXN001156,M14607,9780608545660,2025-05-27,2025-06-24,BR014
TXN001157,M72410,9781404735040,2024-09-05,2024-09-14,BR014
TXN001158,M81898,9780831995294,2024-11-11,2024-11-30,BR012
TXN001159,M88326,9781155810836,2024-07-04,2024-07-23,BR012
TXN001160,M67013,9780863425561,2024-03-19,2024-04-18,BR011
TXN001161,M55504,9780008186708,2024-02-05,2024-02-20,BR004
TXN001162,M50352,9780330416627,2025-06-03,2025-06-04,BR005
TXN001164,M47586,9781394568048,2024-05-01,2024-05-17,BR001
TXN001165,M72530,9780497646134,2025-09-19,2025-09-29,BR013
TXN001166,M88250,9781488360763,2025-09-08,2025-09-15,BR001
TXN001167,M63967,9781390637571,2024-11-28,2024-12-04,BR007
TXN001168,M94671,9781211823794,2024-04-13,2024-04-16,BR007
TXN001169,M65343,9781978930742,2024-10-08,2024-09-09,BR009
TXN001170,M90375,9780059960432,2025-04-17,2025-05-08,BR011
TXN001171,M79722,9781535778817,2025-08-17,2025-08-20,BR007
TXN001172,M33908,9780620281232,2024-08-28,2024-09-17,BR002
TXN001173,M69345,9780672872860,2024-07-31,2024-08-11,BR010
TXN001175,M23405,9781839589478,2024-09-16,2024-10-10,BR003
TXN001177,M38467,9781331875109,2025-01-12,2025-01-28,BR005
TXN001180,M61435,9780424912899,2025-01-27,2025-02-25,BR008
TXN001182,M42631,9780192227058,2023-12-09,2023-12-11,BR008
TXN001184,M97294,9781675485811,2025-07-20,2025-07-30,BR008
TXN001186,M82034,9781205756398,2024-11-26,2024-12-06,BR005
TXN001187,M36047,9781520375830,2023-10-18,2023-10-25,BR001
TXN001188,M24801,9781154809404,2025-01-29,2025-02-04,BR007
TXN001190,M15504,9780781050920,2025-03-12,2025-04-01,BR012
TXN001191,M30315,9780161070517,2025-07-02,2025-07-18,BR002
TXN001192,M21980,9780905529585,2023-10-24,2023-11-18,BR006
TXN001193,M91937,9781013824128,2024-09-02,2024-09-25,BR006
TXN001194,M80300,9780862044855,2024-01-08,2024-01-19,BR003
TXN001195,M83184,9780971112124,2024-06-02,2024-07-01,BR013
TXN001196,M67503,9780035713434,2025-04-12,2025-04-24,BR001
TXN001197,M27659,9781064242957,2024-08-11,2024-08-26,BR001
TXN001198,M83272,9781324474173,2024-06-29,2024-07-18,BR012
TXN001199,M34461,9781872096285,2024-12-02,2024-12-11,BR006
TXN001200,M88470,9781435884182,2025-05-01,2025-05-18,BR009
TXN001201,M30319,9780740182723,2024-09-19,2024-10-01,BR014
TXN001202,M69517,nan,2024-06-06,2024-06-30,BR011
TXN001203,M34318,9780515026757,2024-06-16,2024-07-11,BR010
TXN001205,M80642,9781673459579,2025-02-21,2025-03-09,BR004
TXN001206,M82281,9780381664961,2024-12-20,2025-01-10,BR005
TXN001207,M52208,9780498392252,2025-05-12,2025-05-14,BR009
TXN001208,M27009,9780425762707,2025-02-06,2025-02-22,BR001
TXN001209,M35115,9780441233618,2025-03-26,2025-04-08,BR010
TXN001210,M96235,9781072517863,2025-07-03,2025-03-16,BR010
TXN001211,M16433,9781731625267,2025-05-01,2025-05-02,BR010
TXN001212,M37359,9781968157906,2024-03-24,2024-03-27,BR015
TXN001213,M71349,9780555809969,2025-08-12,2025-09-05,BR001
TXN001214,M64519,9780730346159,2024-07-20,2024-08-16,BR013
TXN001215,M90862,9781244670464,2024-02-22,2024-03-20,BR001
TXN001216,M49833,9780715160251,2024-01-16,2024-01-20,BR004
TXN001217,M23267,9781076604644,2025-04-08,2025-04-15,BR009
TXN001218,M78969,9781857585124,2025-09-29,2025-10-05,BR010
TXN001219,M83193,9780205943890,2025-03-28,2025-04-22,BR007
TXN001220,M93705,9781074017750,2023-11-19,2023-12-11,BR011
TXN001221,M65977,9781654084240,2024-06-30,2024-07-18,BR003
TXN001222,M62632,9781540915085,2025-04-05,2025-04-25,BR011
TXN001223,M68066,9780181227649,2024-06-22,2024-07-03,BR015
TXN001224,M58722,9780897015509,2024-01-29,2024-02-22,BR011
TXN001225,M52395,9781815466021,2025-09-07,2025-09-20,BR010
TXN001226,M82120,9780613944984,2024-11-11,2024-11-26,BR005
TXN001227,M68654,9780597364242,2024-10-14,2024-10-24,BR001
TXN001228,M88087,nan,2023-11-16,2023-11-26,BR003
TXN001229,M10860,9780440630623,2024-05-01,2024-05-12,BR004
TXN001230,M12844,9781133053194,2024-05-11,2024-06-10,BR012
TXN001231,M82569,9781958678053,2024-06-18,2024-06-23,BR010
TXN001232,M22358,nan,2024-06-23,2024-07-02,BR006
TXN001233,M58114,9780773826465,2023-11-06,2023-12-02,BR004
TXN001234,M49361,9781851385447,2025-04-14,2025-04-21,BR007
TXN001235,M20118,9781029929596,2024-08-24,2024-09-09,BR013
TXN001236,M85527,9781873682692,2025-09-06,2025-09-16,BR002
TXN001237,M14898,9780633194222,2025-04-26,2025-05-21,BR010
TXN001238,M17329,9781536945515,2025-02-10,2025-03-09,BR006
TXN001239,M66925,9781367747227,2024-08-01,2024-08-26,BR014
TXN001240,M39716,9781721696666,2024-02-29,2024-03-01,BR014
TXN001242,M78731,nan,2024-06-07,2024-06-18,BR009
TXN001244,M61495,9780753273524,2024-05-15,2024-06-01,BR013
TXN001245,M21807,9780977397327,2025-09-24,2025-09-29,BR005
TXN001246,M27326,9781237100688,2025-10-10,2025-10-12,BR008
TXN001247,M81847,9780648198079,2024-09-29,2024-10-13,BR002
TXN001248,M27088,9781605687612,2023-12-28,2024-01-13,BR008
TXN001249,M61815,9780256523737,2024-04-24,2024-05-18,BR004
TXN001250,M78714,9780773454750,2025-05-11,2025-05-25,BR002
TXN001252,M98047,9781429477420,2025-04-09,2025-04-20,BR006
TXN001253,M55157,9780946430390,2024-05-22,2024-05-28,BR001
TXN001254,M55838,9781588679253,2025-01-26,2025-01-31,BR013
TXN001255,M67732,nan,2024-12-16,2025-01-07,BR014
TXN001256,M58997,9781672872768,2023-10-24,2023-10-28,BR012
TXN001257,M17148,9781343324916,2025-01-31,2025-02-28,BR010
TXN001258,M47707,nan,2024-06-30,2024-07-10,BR012
TXN001259,M68990,9780833506153,2024-10-18,2024-11-05,BR006
TXN001260,M37770,9780079833426,2025-03-01,2025-03-19,BR009
TXN001261,M73311,9780720948417,2025-04-09,2025-05-01,BR003
TXN001262,M12410,9780840333995,2024-09-26,2024-09-28,BR015
TXN001263,M43483,9780513717176,2024-03-06,2024-03-29,BR005
TXN001264,M90997,9781490961736,2024-12-17,2024-12-18,BR008
TXN001265,M18729,9780469472587,2024-10-01,2024-10-31,BR005
TXN001267,M95119,9780705877220,2023-11-30,2023-12-23,BR007
TXN001268,M23055,9781175823137,2024-03-17,2024-04-04,BR008
TXN001269,M21537,9781871493924,2024-06-06,2024-06-24,BR009
TXN001270,M12816,nan,2024-03-02,2024-03-13,BR015
TXN001272,M99694,9780474524554,2025-06-11,2025-06-28,BR011
TXN001273,M46159,9781469660608,2025-09-21,2025-10-04,BR011
TXN001274,M13862,9780740334450,2023-10-31,2023-11-11,BR005
TXN001275,M61491,9781588339874,2025-07-01,2025-07-18,BR002
TXN001276,M98866,9780325797069,2025-02-27,2025-03-13,BR011
TXN001277,M41504,9780499601056,2024-05-02,2024-06-01,BR007
TXN001278,M89346,9781417215621,2025-07-13,2025-08-03,BR009
TXN001279,M28163,9780817359843,2024-11-23,2024-12-21,BR011
TXN001280,M28102,9780215573254,2024-09-20,2024-10-20,BR012
TXN001281,M27727,9781534490215,2025-01-25,2025-01-30,BR015
TXN001283,M83051,9781874951193,2023-12-20,2023-12-31,BR012
TXN001284,M29073,9780819793164,2025-06-02,2025-06-16,BR013
TXN001285,M63903,9781251295780,2025-05-06,2025-06-04,BR012
TXN001286,M93472,9780694096008,2024-03-26,2024-04-02,BR005
TXN001287,M23994,9780439587396,2025-08-20,2025-09-09,BR001
TXN001288,M90864,9780234210895,2025-09-03,2025-09-23,BR010
TXN001289,M40432,9780851553337,2024-05-22,2024-06-14,BR001
TXN001290,M72469,9781335027160,2023-11-01,2023-11-24,BR014
TXN001291,M95140,9781077633698,2025-05-31,2025-06-16,BR014
TXN001293,M11967,9781633185746,2024-10-19,2024-11-10,BR007
TXN001294,M36585,9780066615547,2025-06-16,2025-07-01,BR002
TXN001295,M90879,9781316704509,2024-01-24,2024-02-22,BR006
TXN001297,M59856,9781596262287,2025-09-18,2025-10-12,BR007
TXN001298,M84964,9781120734655,2025-08-08,2025-08-31,BR009
TXN001299,M15047,9781005070267,2023-11-16,2023-12-15,BR008
TXN001300,M15559,9780210531617,2024-01-04,2024-01-17,BR004
TXN001301,M15144,9781687290472,2024-09-21,2024-09-23,BR009
TXN001302,M34884,9780585917795,2024-03-05,2024-03-30,BR007
TXN001303,M47475,9780231164917,2024-04-13,2024-05-13,BR007
TXN001304,M17149,9780457988946,2025-04-21,2025-05-18,BR015
TXN001305,M94685,9781652906032,2025-09-29,2025-10-05,BR012
TXN001306,M86735,9780032650978,2024-10-01,2024-10-14,BR012
TXN001307,M64206,9780967379487,2024-08-30,2024-09-18,BR001
TXN001308,M36467,9781524578718,2025-02-13,2025-03-08,BR002
TXN001309,M95010,9781156082133,2025-09-25,2025-10-19,BR013
TXN001310,M26193,9780842547680,2025-10-02,2025-10-14,BR012
TXN001311,M21181,9780683230352,2024-11-01,2024-11-18,BR007
TXN001312,M90225,9780858382527,2023-12-26,2023-12-28,BR007
TXN001313,M32398,9780289634066,2024-05-17,2024-06-14,BR010
TXN001314,M29672,9781752401482,2025-02-13,2025-03-08,BR003
TXN001315,M16725,9780062272362,2025-05-10,2025-05-25,BR005
TXN001316,M47851,9781933513423,2025-07-27,2025-08-03,BR002
TXN001318,M75225,9781374189720,2023-12-04,2023-12-24,BR009
TXN001319,M74679,9781064176924,2025-07-15,2025-07-30,BR010
TXN001320,M63759,9781381199538,2025-07-10,2025-07-18,BR010
TXN001321,M81741,9781601444851,2024-08-15,2024-09-11,BR011
TXN001324,M85771,9780173973967,2025-02-11,2025-02-14,BR005
TXN001325,M16426,9781899698608,2024-12-26,2025-01-05,BR003
TXN001326,M90096,9780135996607,2024-06-23,2024-07-19,BR012
TXN001327,M83685,9781980660392,2024-02-23,2024-03-06,BR008
TXN001328,M14697,9780460745550,2025-09-24,2025-10-23,BR005
TXN001330,M18509,9781527155985,2025-04-06,2025-05-04,BR003
TXN001331,M45968,9781411659728,2025-04-19,2025-05-12,BR007
TXN001332,M37400,9781755752253,2023-10-25,2023-11-15,BR002
TXN001333,M79330,9781884882692,2025-03-05,2025-03-25,BR008
TXN001334,M47642,9780196425856,2024-07-30,2024-08-16,BR014
TXN001335,M85385,9780499153708,2024-04-10,2024-04-30,BR006
TXN001336,M83745,9781073333738,2024-01-28,2024-02-13,BR012
TXN001337,M33580,9780097768892,2024-03-02,2024-03-09,BR004
TXN001338,M10207,9781964546551,2025-08-01,2025-08-05,BR008
TXN001339,M37175,9781851253890,2024-01-16,2024-01-27,BR007
TXN001340,M55829,9781193583747,2024-12-06,2024-12-27,BR011
TXN001341,M36370,9781977961204,2024-11-26,2024-12-06,BR005
TXN001342,M49358,9781721514946,2025-09-05,2025-09-09,BR006
TXN001343,M99893,9781626374843,2024-06-11,2024-07-01,BR007
TXN001344,M13816,9780895090591,2024-01-09,2024-01-20,BR004
TXN001345,M98142,9780862339227,2023-11-04,2023-11-25,BR008
TXN001346,M27793,9780511696664,2025-03-06,2025-04-03,BR011
TXN001347,M80381,9781214526470,2023-12-19,2024-01-02,BR008
TXN001348,M17342,9781335157188,2024-04-19,2024-05-11,BR005
TXN001349,M51353,9780512080059,2024-07-21,2024-08-12,BR001
TXN001350,M53479,9781123972832,2025-09-26,2025-09-29,BR015
TXN001351,M29569,9780959272826,2025-05-31,2025-06-13,BR001
TXN001352,M92118,9780908144150,2025-02-24,2025-03-09,BR003
TXN001353,M34560,9780739295786,2025-06-13,2025-06-23,BR014
TXN001354,M51222,9780815352372,2024-02-28,2024-03-15,BR005
TXN001355,M41148,9780507918152,2025-08-10,2025-08-17,BR014
TXN001356,M78825,9780452734661,2024-08-27,2024-08-29,BR002
TXN001357,M36489,9781071587966,2024-05-24,2024-06-19,BR008
TXN001358,M73263,9780803149984,2024-02-17,2024-03-18,BR003
TXN001359,M73369,9780800463588,2023-11-21,2023-12-02,BR009
TXN001360,M28781,9780850317237,2025-03-17,2025-04-03,BR002
TXN001361,M98698,9780739900635,2025-08-02,2025-08-17,BR004
TXN001362,M60801,9781035263561,2023-11-15,2023-11-25,BR009
TXN001363,M15771,9780946943463,2025-03-01,2025-03-12,BR010
TXN001364,M71194,9781643749068,2023-11-13,2023-12-05,BR002
TXN001365,M50957,nan,2025-04-26,2025-05-25,BR013
TXN001366,M37504,9780111271285,2024-09-06,2024-06-27,BR004
TXN001367,M51831,9781484494110,2024-07-28,2024-08-02,BR011
TXN001368,M30643,9780873280778,2024-01-01,2024-01-19,BR001
TXN001369,M77378,9780621136951,2024-08-29,2024-09-09,BR009
TXN001370,M45527,9781908335098,2023-10-24,2023-11-12,BR012
TXN001371,M42089,9781425730666,2024-02-02,2024-02-13,BR005
TXN001374,M65897,9781502130600,2024-11-28,2024-12-17,BR012
TXN001375,M92505,9780309810791,2025-01-27,2025-02-08,BR012
TXN001376,M50952,9781737945772,2025-08-16,2025-09-07,BR004
TXN001377,M79924,9781853242649,2025-07-19,2025-08-03,BR015
TXN001378,M84421,9780642076830,2025-10-04,2025-10-27,BR014
TXN001379,M71377,9781366677761,2024-09-16,2024-10-09,BR005
TXN001380,M71000,9781628333398,2024-03-04,2024-04-02,BR004
TXN001381,M90863,9781865436272,2024-01-01,2024-01-24,BR006
TXN001382,M97186,9781960335821,2025-02-07,2025-02-22,BR014
TXN001383,M73898,nan,2025-08-29,2025-09-14,BR008
TXN001384,M70455,9780703692498,2025-04-28,2025-05-18,BR005
TXN001385,M85324,9780265732755,2025-01-02,2025-01-25,BR002
TXN001387,M49599,9780234159590,2025-08-05,2025-08-13,BR007
TXN001388,M91379,9781524418229,2024-02-10,2024-02-23,BR003
TXN001389,M18658,9781288743124,2025-08-08,2025-08-22,BR014
TXN001391,M32686,9781992707955,2025-07-22,2025-08-14,BR002
TXN001392,M85260,9781122946216,2025-10-08,2025-10-23,BR002
TXN001393,M52647,9781415970997,2024-08-14,2024-08-24,BR014
TXN001394,M63188,9781438480756,2025-08-06,2025-08-26,BR002
TXN001395,M59664,9780447650471,2025-02-07,2025-02-10,BR011
TXN001396,M38522,9780290904639,2025-08-05,2025-08-30,BR015
TXN001397,M93379,9781046558663,2025-03-14,2025-03-19,BR013
TXN001398,M69372,9781483744179,2025-08-15,2025-08-30,BR007
TXN001399,M35646,9781810213125,2024-07-12,2024-07-31,BR015
TXN001400,M99071,9780110059129,2024-12-12,2025-01-11,BR015
TXN001402,M76902,9780633016586,2024-03-02,2024-03-04,BR003
TXN001404,M83404,9780342893119,2024-02-28,2024-03-09,BR006
TXN001405,M14087,9780269496844,2024-03-21,2024-04-11,BR012
TXN001406,M51697,9781380442109,2023-11-28,2023-12-16,BR007
TXN001407,M37684,9780961701598,2025-04-29,2025-05-17,BR008
TXN001408,M60409,9780945757573,2024-05-20,2024-05-25,BR006
TXN001409,M47810,9781833920567,2024-09-17,2024-09-18,BR011
TXN001410,M19403,9781677722662,2025-09-07,2025-09-23,BR003
TXN001412,M94180,9780106724536,2023-10-29,2023-11-24,BR014
TXN001413,M89223,9780484337977,2024-08-25,2024-09-11,BR010
TXN001414,M65590,9781051157943,2024-01-25,2024-02-02,BR008
TXN001415,M34352,9780670425495,2024-08-22,2024-09-19,BR001
TXN001416,M41031,9780845525975,2023-11-29,2023-12-17,BR005
TXN001417,M85543,9781633535749,2024-11-22,2024-12-15,BR001
TXN001418,M58310,9780259399339,2024-05-10,2024-10-08,BR008
TXN001419,M28623,9780581629517,2024-11-03,2024-11-28,BR009
TXN001420,M46624,9781176342507,2024-09-24,2024-10-14,BR002
TXN001421,M21592,9780559782459,2024-10-02,2024-10-24,BR011
TXN001422,M20234,9780399140389,2025-05-19,2025-05-29,BR009
TXN001423,M90352,9780660443249,2023-11-01,2023-11-02,BR006
TXN001424,M71455,9780572768294,2024-09-02,2024-09-26,BR015
TXN001425,M53452,9780474397424,2024-12-15,2024-12-21,BR013
TXN001426,M14630,9780105875253,2025-06-13,2025-07-07,BR010
TXN001427,M83886,9780656259045,2024-06-06,2024-06-12,BR011
TXN001428,M85085,9780271122182,2024-02-10,2024-03-01,BR005
TXN001429,M13578,9780555165171,2024-08-01,2024-08-04,BR002
TXN001430,M46418,9781628137217,2025-04-23,2025-05-21,BR010
TXN001431,M43679,nan,2025-07-09,2025-08-08,BR002
TXN001432,M87564,9780080037004,2024-03-22,2024-04-17,BR011
TXN001433,M32989,9780285566088,2025-04-25,2025-05-01,BR012
TXN001434,M79125,9780681039032,2024-03-29,2024-04-03,BR006
TXN001435,M88059,9780519582631,2024-02-02,2024-02-27,BR003
TXN001436,M64125,9781485862390,2024-04-18,2024-05-12,BR004
TXN001437,M93568,9781461470793,2025-09-20,2025-10-02,BR010
TXN001438,M17120,9780210613399,2025-04-03,2025-04-05,BR013
TXN001439,M31967,9780945703945,2024-03-20,2024-04-13,BR008
TXN001440,M79798,9781032537658,2024-09-12,2024-09-28,BR011
TXN001441,M44422,9780778943198,2023-12-31,2024-01-10,BR014
TXN001442,M68827,9780900404764,2025-03-29,2025-04-20,BR006
TXN001443,M15376,9780053365141,2024-08-14,2024-09-11,BR009
TXN001444,M66595,9781014247315,2025-08-16,2025-08-27,BR011
TXN001445,M45432,9781201137986,2024-04-30,2024-05-19,BR002
TXN001446,M61269,9781123166002,2024-10-11,2024-11-04,BR011
TXN001447,M98065,9781209014470,2024-03-10,2024-04-01,BR004
TXN001448,M33582,9780433700968,2024-11-25,2024-12-22,BR001
TXN001449,M18906,nan,2025-03-10,2025-04-01,BR002
TXN001450,M68450,9780451957788,2024-10-02,2024-02-17,BR012
TXN001452,M87874,9780556296577,2025-10-01,2025-10-21,BR014
TXN001454,M89257,9781778205828,2024-12-24,2025-01-14,BR011
TXN001455,M84195,9780361618809,2024-10-27,2024-11-19,BR003
TXN001456,M34151,9781823571557,2024-11-17,2024-11-20,BR008
TXN001457,M93726,9781395613723,2025-06-14,2025-07-07,BR005
TXN001458,M97500,9780817214364,2024-05-22,2024-06-16,BR006
TXN001459,M19698,9780300041323,2025-06-10,2025-06-21,BR001
TXN001460,M17872,9780471656098,2024-05-20,2024-06-04,BR014
TXN001461,M19096,9781346997995,2023-11-13,2023-11-26,BR015
TXN001462,M33388,9780755047680,2025-04-28,2025-05-23,BR002
TXN001463,M66525,9781706071747,2024-11-14,2024-11-29,BR011
TXN001465,M42846,9780961029081,2024-09-02,2024-09-07,BR001
TXN001467,M61181,9780742049567,2024-02-01,2024-01-15,BR012
TXN001468,M85319,nan,2024-02-04,2024-02-20,BR012
TXN001469,M72670,9780773062603,2024-05-21,2024-06-16,BR014
TXN001470,M19188,9781973711223,2024-01-18,2024-02-10,BR001
TXN001471,M73185,9781756085817,2024-08-15,2024-08-27,BR009
TXN001473,M94813,9780102192377,2025-02-07,2025-02-18,BR009
TXN001474,M20545,9781712961803,2024-03-31,2024-04-21,BR013
TXN001475,M36623,9781260508017,2024-10-31,2024-11-22,BR001
TXN001476,M35035,9780425373378,2024-09-27,2024-10-18,BR007
TXN001477,M57089,9780268812287,2024-01-28,2024-02-21,BR015
TXN001480,M80851,9780798623988,2024-05-11,2024-06-07,BR008
TXN001483,M25491,9780751758894,2025-01-17,2025-02-01,BR011
TXN001484,M98877,9781449835538,2024-11-30,2024-12-19,BR009
TXN001485,M40537,9781358644962,2025-02-14,2025-03-02,BR001
TXN001486,M95699,nan,2024-02-28,2024-03-01,BR015
TXN001488,M92924,nan,2024-01-07,2024-01-11,BR005
TXN001489,M69793,9780395275368,2024-10-02,2024-10-29,BR014
TXN001490,M23937,9781852491413,2025-09-19,2025-09-27,BR010
TXN001492,M98918,9780406791764,2024-07-22,2024-08-10,BR002
TXN001493,M81550,9780215001412,2024-11-17,2024-11-24,BR014
TXN001495,M45899,9781633399945,2025-08-22,2025-09-03,BR007
